20	1.46523433386392E-07	6.56589293157595E-07	5.39870939064713E-07	7.19997672149475E-07	4.38520800116748E-07
25	4.32680309359057E-07	7.14424572834105E-07	3.69583460724243E-07	1.02085869002622E-06	6.34521995834803E-07
31.5	2.34283083955233E-06	9.06387811028253E-07	9.99837425297301E-07	1.09770041945012E-06	2.11860924537177E-06
40	1.31692479499179E-06	5.45565512766189E-07	5.18246054070914E-07	1.50067239701457E-06	9.9371197848086E-07
50	3.32818444803706E-06	6.33901390756364E-06	7.18127375876065E-06	1.08877957245568E-05	1.17660483738291E-05
63	3.79044149667607E-06	1.53494638652774E-05	2.4047543774941E-05	2.68611820501974E-05	2.00733393285191E-05
80	1.54910230776295E-05	3.53717114194296E-05	7.33197230147198E-05	3.34563846990932E-05	1.3047514585196E-05
100	0.000211004327866	0.000120484866784	7.20689713489264E-05	3.91441681131255E-05	6.89254302415065E-05
125	0.000942629994825	4.67613972432446E-05	7.13027402525768E-05	0.000195431537577	3.74813098460436E-05
160	0.00056437618332	4.15072936448269E-05	0.000150762105477	0.000310006260406	6.2664519646205E-05
200	0.000212467435631	3.52235147147439E-05	0.000108807143988	0.000392630608985	0.000104186925455
250	0.000126052647829	8.89162856765324E-06	0.000223138820729	2.32575657719281E-05	1.97186873265309E-05
315	0.000267995026661	8.28468182589859E-05	0.000384741142625	0.000125757360365	4.85532254970167E-05
400	0.000167869016877	0.000113275658805	0.000138237737701	9.30362366489135E-05	4.21138756792061E-05
500	1.04825967355282E-05	1.22532683235477E-05	2.12606082641287E-05	4.19793250330258E-05	1.91026301763486E-05
630	1.89381189557025E-05	9.77614490693668E-06	8.24237758934032E-06	3.64297034138872E-06	1.70791781783919E-06
800	2.60115521086846E-05	1.18651360025979E-05	6.47175511403475E-06	4.40544727098313E-06	5.00837768413476E-06
1000	3.00890042126412E-06	1.47997502608632E-06	1.90970763469522E-06	2.27292775889509E-06	1.20628760669206E-06
1250	1.83375334472657E-06	1.38362236157263E-06	2.24498603529355E-06	9.88669171420042E-07	8.84625364960812E-07
1600	5.39568827662151E-06	4.4445059188547E-07	8.92256309725781E-07	1.15470993478084E-06	7.03912576227594E-07
2000	3.34662104251038E-06	1.23385336792126E-06	4.19309299104498E-06	8.56370547808183E-07	6.42385111859767E-06
2500	4.74510989079136E-06	4.00378212361829E-06	5.57618659513537E-06	5.61796832698747E-06	1.03429747468908E-05
3150	2.01980242309219E-06	1.28104670693574E-06	3.49084700701496E-07	1.74432091171184E-06	4.32181280984878E-07
4000	2.18726768252964E-06	6.736171940247E-07	2.4268948095596E-07	1.32941738684167E-06	3.0389236371775E-07
5000	5.22536822700204E-07	3.45828226500089E-07	1.15969406522254E-07	4.52927821470439E-07	1.63730007329832E-07

