20	1.43279990538758E-07	6.73920851568255E-07	3.91338090821591E-07	5.50749405192619E-07	2.08230758858008E-07
25	6.79957565807854E-07	7.18559931556229E-07	6.32847786619095E-07	7.88912871030334E-07	9.50605169691698E-07
31.5	1.34300671561505E-06	6.37110645129724E-07	1.08765505046904E-06	9.16896794933564E-07	1.635585135773E-06
40	8.38670246139372E-07	3.28642272506841E-07	4.51540046242371E-07	1.14355032110325E-06	6.87997044224176E-07
50	4.99216014304693E-07	1.23137317586952E-06	3.31371734318964E-06	4.82437781101908E-06	4.59410148323514E-06
63	7.19735567145108E-07	8.79928848007694E-07	2.44448142439069E-06	4.58825297755539E-06	2.4903999928938E-06
80	8.5013994066685E-07	1.32126831431378E-06	2.55186523645534E-06	2.50849620897498E-06	9.6656447112764E-07
100	1.48237859320943E-07	1.20828417493613E-07	6.6286418132222E-08	7.17844628184139E-08	6.57721841434977E-08
125	1.55183874994691E-06	3.31527218122574E-07	2.48231401656085E-07	1.62336448283895E-07	2.00557806806501E-07
160	1.34062554479897E-06	6.50675133329059E-07	3.97591975342948E-07	5.85747841341799E-07	1.06764602492149E-07
200	3.28406736116449E-06	1.68570636560617E-06	3.27390921484039E-07	2.47842285716615E-06	4.74821177931517E-07
250	1.79279450094327E-05	4.09387985200738E-06	6.41299584458466E-06	3.36814150614373E-06	1.11600047603133E-05
315	1.12628540591686E-05	1.62932838065899E-06	5.01459226143197E-06	3.96742188968346E-06	7.18312730896287E-06
400	1.35636526010785E-06	1.41172097301023E-06	3.0421981591644E-06	3.26527197103132E-06	2.58828254118271E-06
500	8.251110727997E-08	5.35594153916463E-07	1.32988105860932E-07	6.58707620004861E-07	1.25633931702396E-07
630	2.47075000459063E-08	4.67847023344348E-08	2.26069616360292E-08	6.72309141691585E-08	2.72449707239275E-08
800	1.03676622842386E-08	1.16494192070604E-08	9.43059763613974E-09	1.99531289268862E-08	1.02660671075228E-08
1000	2.06128696333963E-08	8.50250803097197E-09	1.46694212332932E-08	3.98684179003794E-08	1.67071139145492E-08
1250	2.03458530023681E-08	1.26812711442881E-08	1.95272402692126E-08	3.36229568631552E-08	4.48707062616904E-08
1600	1.49695917883719E-08	1.05697797181392E-08	1.21765335592272E-08	2.08047428174041E-08	1.51330787900861E-08
2000	1.76880199376228E-08	1.36405127193484E-08	1.74100627248208E-08	3.06568672669982E-08	1.55003334612047E-08
2500	1.95785112566682E-08	1.51157646399724E-08	2.0359149033311E-08	3.60839749191655E-08	1.88272419876512E-08
3150	2.38113333494994E-08	1.82090857947514E-08	3.06571621422336E-08	3.08686267658231E-08	2.24496137235519E-08
4000	2.60505643723263E-08	2.31802630423772E-08	2.83732841666051E-08	3.40233725637518E-08	2.56005243670643E-08
5000	3.16251451693006E-08	2.79276868297984E-08	3.45228237108586E-08	4.31569873171611E-08	3.20002300213673E-08

