20	1.44307662708343E-07	5.80235337110935E-07	5.21663366725988E-07	7.23853929684992E-07	2.70935316848409E-07
25	6.44287240447738E-07	4.37207802406192E-07	4.83067594814202E-07	1.0284059044352E-06	6.64075685108401E-07
31.5	1.73831233496458E-06	5.23220705872518E-07	9.215095815307E-07	5.64211518394586E-07	1.35005223000917E-06
40	4.87667193738162E-07	2.57302644968149E-07	2.81603604435077E-07	7.58258750011009E-07	5.41657584562927E-07
50	8.67358892264747E-07	1.33695800741407E-06	3.31772844219813E-06	6.41131009615492E-06	6.19870206719497E-06
63	3.54188330220495E-07	5.60099010726844E-07	7.8006615922277E-07	1.31707975015161E-06	1.12977761546063E-06
80	2.77328382480846E-07	1.94868079006483E-07	3.26971047570623E-07	1.8046915783998E-07	1.49401742532973E-07
100	1.09022505512257E-06	4.9828906867333E-07	4.3421800910437E-07	3.76477771624195E-07	4.27391256607734E-07
125	5.68759605812375E-06	6.84177678067499E-07	9.63510842666437E-07	2.08544815905043E-06	7.00984458035236E-07
160	2.02114388230257E-05	4.51484447694384E-06	5.77309992877417E-06	1.20420627354179E-05	2.22073390432342E-06
200	5.03295123053249E-05	3.56671444023959E-05	2.19213088712422E-05	3.67402644769754E-05	2.84092657238943E-05
250	4.99161501466006E-07	1.36018309149222E-06	1.07303344520915E-06	5.75900401145191E-07	2.28546650760109E-06
315	8.81054290857719E-07	2.22103295755005E-07	2.34133764820399E-07	1.4475963894256E-07	1.27306475405931E-06
400	2.0124987258896E-06	7.78204238827129E-08	1.35260236788781E-07	3.06475044453691E-07	3.80072890493466E-07
500	5.13951441405425E-08	2.09282688956591E-07	8.85940423245302E-08	3.88809922924338E-07	8.83982380628368E-08
630	9.30432761947486E-08	5.88393405109855E-08	5.85311354939222E-08	1.1754514872564E-07	9.68823670177699E-08
800	2.05024353050476E-08	1.54874459923349E-08	1.23948984409594E-08	2.12745181471519E-08	2.42258959559649E-08
1000	1.39203866211801E-08	7.89725440597522E-09	1.06388471365904E-08	1.82522263969531E-08	8.99672691900832E-09
1250	1.74016054899084E-08	8.54456239096635E-09	1.35191706718274E-08	1.77367258658023E-08	9.81394077115283E-09
1600	1.12252021011727E-08	9.42713285212449E-09	1.14431975006823E-08	1.66390545786044E-08	1.03849417953938E-08
2000	1.72940559650669E-08	1.38625022572114E-08	1.81561183865142E-08	2.46232794154366E-08	1.45285934394224E-08
2500	1.81469506088661E-08	1.4290475469636E-08	1.9109403837092E-08	2.83310548354621E-08	1.61049324987061E-08
3150	2.14207140913913E-08	1.76695156284268E-08	2.12157384993361E-08	2.79347691645171E-08	1.9262573758283E-08
4000	2.54092924478755E-08	2.23207763383471E-08	2.63334065664367E-08	3.34484901998167E-08	2.34133352705612E-08
5000	3.21908757427991E-08	2.73887064139444E-08	3.30596208186762E-08	4.07891285192363E-08	2.96733801974369E-08

